,x1,x2,x3,x4,x5,x7,x8,x9,x10,x13,x6_alfvensalen,x6_biblioteket,x6_entré,x6_lindstedvägen 24,x6_syster och bro,x6_östra station
203,-0.15476,1.10866,999.8906800000001,-100.41013000000001,-2.43905,-1.21947,0.60715,5472.25112,-89186.45249,-57.79249,1,0,0,0,0,0
204,0.13286,0.69482,999.70961,-100.88747,-1.52861,0.94191,0.9538200000000001,5475.62173,-89185.87471,-43.50205,0,0,0,0,0,0
205,-0.04391,1.01864,999.9342,-100.27266999999999,-2.241,0.80918,-1.18747,5474.61852,-89186.34362999999,-52.22854,1,0,0,0,0,0
206,-0.07719,0.9958899999999999,999.8965800000001,-100.3424,-2.19096,-0.43478999999999995,0.18657,5474.14625,-89185.45034,-53.91141,1,0,0,0,0,0
207,0.05042,0.79698,999.95825,-100.18686,-1.7533599999999998,2.98477,-1.30932,5474.6052,-89187.49395,-47.49993,1,0,0,0,0,0
209,-0.02397,1.1793200000000001,999.87997,-100.40654,-2.5945099999999996,-0.9667600000000001,-0.032889999999999996,5478.30404,-89187.82185,-51.25872,1,0,0,0,0,0
210,2.6276,-1.58162,999.8720199999999,-100.44449,3.4795599999999998,1.3937899999999999,-1.3260299999999998,5470.66321,-89183.46792000001,81.31594,0,1,0,0,0,0
212,-0.7322,1.54514,999.71519,-100.89896999999999,-3.39931,-1.7728599999999999,2.34734,5474.10444,-89187.83132,-86.75245,0,0,0,0,0,0
213,0.13638,0.90394,999.6442300000001,-101.11256,-1.9886599999999999,-0.9880700000000001,-1.15511,5474.11038,-89187.02866,-43.35888,1,0,0,0,0,0
214,-0.50744,1.5373299999999999,999.97059,-100.08585,-3.3821199999999996,-0.13530999999999999,0.97239,5474.70071,-89186.42762,-75.38661,0,0,0,0,1,0
215,0.1987,1.03501,999.6926800000001,-100.94309,-2.2770200000000003,-1.5359200000000002,-0.44301,5475.13988,-89184.17345,-40.21874,0,0,0,0,0,0
216,1.89378,-0.83867,999.8112,-100.58442,1.8450799999999998,-0.19933,-1.21446,5474.18022,-89185.9622,44.59466,0,1,0,0,0,0
217,1.98854,-0.8682799999999999,999.7922599999999,-100.6387,1.91021,-0.18344000000000002,0.014459999999999999,5478.71105,-89187.05197,49.32299,0,1,0,0,0,0
219,0.93512,0.09785,999.7301,-100.77274,-0.21527,-0.49,-2.11941,5475.33651,-89184.71102999999,-3.37884,0,0,0,1,0,0
220,1.80173,-0.80861,999.74594,-100.77943,1.77895,3.7419300000000004,-1.86517,5475.419470000001,-89187.40881000001,39.95946,0,1,0,0,0,0
221,0.21869,0.46175,999.8412599999999,-100.53567,-1.0158399999999999,-2.6025099999999997,0.49828999999999996,5475.45707,-89185.64481,-39.14494,0,0,0,0,0,0
222,2.94869,-2.16679,999.8669699999999,-100.40951,4.76693,0.8289799999999999,0.13802,5472.51988,-89185.51856,97.36786,0,1,0,0,0,0
223,0.81979,0.26499,999.8228,-100.52485,-0.58298,-0.3156,1.08841,5475.38656,-89182.49187,-9.09918,0,0,0,0,0,0
224,1.91859,-1.0304,999.73778,-100.77939,2.26689,-1.22069,0.76376,5473.3847399999995,-89186.10236,45.79824,0,1,0,0,0,0
225,0.05914,0.8778600000000001,999.83475,-100.52051,-1.9312900000000002,-0.57944,-0.5261,5477.09198,-89187.16969,-47.12587,0,0,0,0,0,1
226,1.96779,-0.9121600000000001,999.82534,-100.53278,2.00674,2.00873,-0.36951,5475.497179999999,-89182.51327000001,48.3021,0,1,0,0,0,0
227,-0.22568,1.09016,999.83969,-100.50633,-2.39835,0.66618,-0.47772,5478.96417,-89186.22482999999,-61.36392,0,0,0,0,0,0
228,-0.1799,1.16123,999.9006,-100.29287,-2.5547,-1.73088,3.40539,5472.47465,-89184.95848,-59.04491,1,0,0,0,0,0
229,1.91161,-1.00099,999.8584699999999,-100.41929,2.2021900000000003,0.85787,-2.5717,5473.69045,-89183.84042000001,45.50963,0,1,0,0,0,0
230,0.14722,0.88005,999.9101,-100.35988,-1.9361099999999998,-0.7301,1.63422,5475.71389,-89186.12388,-42.68416,0,0,0,0,0,0
231,0.27152,0.95845,999.7461800000001,-100.75577,-2.10858,0.31871,-3.2410799999999997,5473.96445,-89186.61843,-36.55098,0,0,0,0,0,1
232,1.33383,-0.37296999999999997,999.62862,-101.15599,0.8205399999999999,0.30264,0.54101,5474.24143,-89183.69687999999,16.50577,0,1,0,0,0,0
233,0.04843,1.04198,999.78543,-100.66168,-2.29235,0.34975,0.6360399999999999,5477.16485,-89187.91724,-47.68557,0,0,0,0,0,1
234,1.51151,-0.39183,999.89956,-100.30233,0.8620399999999999,3.54857,0.3946,5479.37945,-89187.32491,25.52542,1,0,0,0,0,0
235,-0.39707,1.73934,999.9458900000001,-100.16141999999999,-3.8265599999999997,-0.21898,-0.71658,5473.21065,-89186.43277,-69.8806,0,0,0,0,1,0
236,0.06013,1.1306100000000001,999.8294199999999,-100.51309,-2.48733,-2.1089900000000004,-1.90192,5476.65307,-89185.5118,-47.07865,0,0,0,0,0,0
237,0.52324,0.32852,999.8161,-100.54216,-0.72275,2.11998,-1.89117,5472.07992,-89186.45099,-23.92999,0,0,0,0,0,0
238,1.61777,-0.597,999.8354,-100.48939,1.31339,1.58861,-0.52909,5475.16024,-89186.89891,30.80636,0,0,0,0,1,0
239,-0.85852,1.92642,999.90619,-100.289,-4.23813,-2.74464,0.02009,5472.37911,-89185.32751,-92.97265,0,0,0,0,1,0
240,0.14755,0.81404,999.87015,-100.40993,-1.79088,-0.036180000000000004,-0.43554,5478.072679999999,-89184.70642999999,-42.68745,0,0,0,0,0,0
242,-0.5306,1.76498,999.9183,-100.31581,-3.8829599999999997,-0.2828,-1.1163100000000001,5474.1548,-89185.43276,-76.5707,0,0,0,0,1,0
243,2.12013,-1.1849100000000001,999.79361,-100.64878,2.60681,-1.1264299999999998,-0.78772,5479.25179,-89189.97407000001,55.90324,0,1,0,0,0,0
244,-1.00687,2.02887,999.87225,-100.42475999999999,-4.4635,1.4869299999999999,-0.41816000000000003,5474.1666700000005,-89183.70348,-100.40753,0,0,0,0,1,0
245,1.88544,-0.92406,999.82516,-100.52578000000001,2.03293,-1.35848,-0.62889,5473.39793,-89187.04656,44.18457,0,1,0,0,0,0
246,1.9468,-0.95849,999.79109,-100.69091999999999,2.10869,-0.26769,0.91084,5473.67098,-89186.19526000001,47.2357,0,1,0,0,0,0
247,1.36371,-0.33819,999.8860300000001,-100.35843,0.74402,-1.47012,-0.0538,5474.47682,-89186.64457,18.12851,1,0,0,0,0,0
248,1.91379,-0.96731,999.84066,-100.47548,2.1280799999999997,0.41341999999999995,-1.5668799999999998,5476.380679999999,-89186.32922999999,45.60992,0,1,0,0,0,0
249,0.68528,0.42476,999.75947,-100.73441,-0.9344600000000001,0.56513,1.53386,5475.90581,-89185.10773999999,-15.85605,1,0,0,0,0,0
250,-1.39326,2.27425,999.7835699999999,-100.62052,-5.003340000000001,-1.27941,-1.8347099999999998,5477.055670000001,-89184.60079,-119.77104,0,0,0,0,1,0
251,1.34527,-0.35520999999999997,999.7416800000001,-100.77559000000001,0.78147,-0.19294,0.35255,5476.9360799999995,-89187.84922,17.13422,0,0,0,0,1,0
252,2.2126,-1.1983700000000002,999.71931,-100.90208,2.6364099999999997,1.36309,0.10612,5473.0381,-89185.35087000001,60.48949,0,1,0,0,0,0
253,0.6444,0.47981999999999997,999.91858,-100.279,-1.05561,-1.4349100000000001,-0.74525,5474.18601,-89184.71287,-17.82089,0,0,0,0,0,1
254,0.57098,0.45124,999.85182,-100.49655,-0.9927299999999999,2.39807,-0.40704,5473.78572,-89187.25759,-21.52528,0,0,0,0,0,1
255,1.84778,-0.6511899999999999,999.76955,-100.68091,1.43261,0.76702,-0.51836,5477.365970000001,-89186.86135,42.27398,0,1,0,0,0,0
257,1.72593,-0.73528,999.8209099999999,-100.56411999999999,1.61762,0.27513000000000004,-0.48134,5478.29991,-89186.89772000001,36.20673,0,0,0,0,1,0
258,1.27151,-0.3658,999.88625,-100.36466,0.80477,-0.66955,0.23568000000000003,5474.92533,-89186.14478,13.51865,0,0,0,1,0,0
259,2.73307,-1.6692799999999999,999.84845,-100.51773,3.67242,-1.53503,1.19675,5475.23735,-89186.34607,86.57792,0,1,0,0,0,0
260,0.22074,0.95678,999.8941699999999,-100.37203000000001,-2.10492,-0.81724,0.66561,5476.1264200000005,-89182.83234,-39.01587,0,0,0,0,0,0
261,-0.51313,1.3048600000000001,999.7493900000001,-100.76168,-2.8707,-0.61817,-0.47831999999999997,5471.64716,-89186.79566,-75.78157,0,0,0,0,0,0
262,0.70837,0.31428,999.6806300000001,-100.96864000000001,-0.69143,-1.1659,0.24370999999999998,5474.32121,-89186.16824,-14.74125,0,0,0,1,0,0
263,0.7314,0.10414000000000001,999.92635,-100.23895999999999,-0.2291,-0.31248000000000004,-1.52242,5472.8226700000005,-89187.81225,-13.46665,0,0,0,0,0,0
264,0.10622,0.88194,999.83254,-100.51689,-1.9402599999999999,-0.29685,0.43143000000000004,5477.72976,-89186.26897,-44.77293,0,0,0,0,0,1
265,2.48558,-1.52674,999.9564300000001,-100.14279,3.3588199999999997,0.34489000000000003,0.36371,5471.62971,-89187.34929,74.25737,0,1,0,0,0,0
266,0.3486,0.81571,999.87781,-100.36743,-1.79455,0.22391999999999998,-1.17194,5478.65664,-89188.72604,-32.63094,0,0,0,0,0,0
267,2.2324,-0.89965,999.8598900000001,-100.42449,1.97922,-1.90755,-1.94825,5474.55586,-89186.27731,61.54974,0,0,0,0,1,0
269,2.49706,-1.61368,999.9219800000001,-100.27404,3.5501,0.62342,-0.32983,5473.662020000001,-89185.72393,74.81415,0,1,0,0,0,0
270,0.695,0.33165,999.76898,-100.72306999999999,-0.72964,-1.5713700000000002,-1.0879299999999998,5474.55047,-89184.40896,-15.36565,1,0,0,0,0,0
271,1.95179,-0.95667,999.84557,-100.44423,2.10467,-1.0845,-1.91485,5475.04207,-89184.03781000001,47.51235,0,0,0,0,1,0
272,1.16202,-0.1524,999.79583,-100.61627,0.33528,0.33339,-0.98049,5477.2351,-89185.41722,7.999,0,0,0,1,0,0
273,0.74005,0.20168,999.86179,-100.46205,-0.44369,0.599,1.2375200000000002,5472.838,-89185.34981,-13.06651,0,0,0,0,0,0
274,-0.37222,1.4674,999.7905699999999,-100.65495,-3.22827,-1.4665,-0.5895699999999999,5475.95533,-89184.87066,-68.71554,1,0,0,0,0,0
275,0.24399,0.82134,999.7158,-100.82526999999999,-1.8069400000000002,-0.10393,-1.12096,5472.65774,-89185.10601,-37.9424,0,0,0,0,0,0
276,0.72162,0.2796,999.8318300000001,-100.54948,-0.6151300000000001,-0.8435799999999999,-1.2494100000000001,5475.19983,-89184.6019,-14.00299,0,0,0,0,0,0
277,1.36217,-0.11458,999.71293,-100.85967,0.25208,-0.49466000000000004,-0.97344,5473.84131,-89183.59347,17.96517,0,0,0,0,1,0
278,1.41364,-0.16641,999.8267900000001,-100.52646999999999,0.36611,-0.32456,-1.5763200000000002,5474.8067,-89184.60706000001,20.59529,0,0,0,1,0,0
280,1.16007,0.06854,999.7786800000001,-100.6876,-0.1508,0.44608000000000003,-0.81279,5479.46803,-89188.6228,7.89277,0,0,0,1,0,0
281,1.54546,-0.66235,999.7959699999999,-100.6383,1.45717,0.28202,-0.9844200000000001,5474.85589,-89183.83416,27.17074,0,0,0,0,1,0
283,0.24999,0.5662,999.8236800000001,-100.55671,-1.2456399999999999,1.07485,-1.4899200000000001,5475.69133,-89184.22602999999,-37.58848,0,0,0,0,0,1
284,-0.32278,1.14385,999.83805,-100.49826,-2.51647,-0.5785399999999999,0.28119,5474.59148,-89187.26176000001,-66.22016,0,0,0,0,0,0
285,0.71189,0.36987,999.9155099999999,-100.28222,-0.81371,-1.1669100000000001,-0.77286,5475.66589,-89185.62517,-14.44772,0,0,0,0,0,1
286,2.42727,-1.34091,999.7587300000001,-100.77843,2.95,0.93401,0.55779,5475.02406,-89183.3736,71.24286,0,1,0,0,0,0
287,1.21169,0.08063,999.94298,-100.21155999999999,-0.17737999999999998,-0.28283,0.14770999999999998,5474.280879999999,-89188.36318,10.55576,0,0,0,0,0,1
288,0.39705,0.51812,999.88598,-100.37526,-1.13986,0.7099300000000001,-0.16052,5474.179529999999,-89183.96502,-30.20443,0,0,0,0,0,1
289,0.75736,0.51881,999.7139699999999,-100.91351,-1.1413799999999998,1.1086,1.49433,5476.00224,-89185.6789,-12.27524,1,0,0,0,0,0
290,3.0194,-2.11207,999.73145,-100.81985,4.64656,-0.5005,-0.20395,5474.358389999999,-89185.02216000001,100.8355,0,1,0,0,0,0
292,2.27987,-1.1671799999999999,999.8033800000001,-100.58394,2.5678,-2.03862,-2.4451,5475.18094,-89185.37908,63.89543,0,1,0,0,0,0
293,2.12879,-1.03951,999.7548800000001,-100.71281,2.28693,0.45311999999999997,0.20849,5474.72545,-89186.43629,56.31704,0,1,0,0,0,0
294,1.24219,-0.09166,999.81252,-100.58798,0.20165,0.21554,0.982,5474.7977,-89185.09589,12.0156,0,0,0,1,0,0
296,-0.53158,1.5594,999.86445,-100.43426,-3.43068,-2.27802,-0.59855,5473.56534,-89184.1947,-76.64695,0,0,0,1,0,0
297,0.9003,0.0148,999.80921,-100.63157,-0.032560000000000006,-3.26099,0.70604,5473.82545,-89186.94464,-5.08038,1,0,0,0,0,0
298,-0.23752,1.2974,999.6929,-100.94152,-2.8542799999999997,-1.07331,-1.18439,5475.45794,-89187.89376,-62.02953,0,0,0,0,0,1
299,-0.58605,1.64237,999.7678699999999,-100.69102,-3.6132199999999997,-1.33945,0.20676999999999998,5474.71189,-89187.39766,-79.4187,1,0,0,0,0,0
300,0.35819,0.66093,999.62216,-101.15496,-1.45405,-0.45988999999999997,-0.04193,5473.87404,-89185.81707,-32.27963,0,0,0,1,0,0
301,-0.4056,1.40131,999.69169,-100.91435,-3.08288,-1.5584,0.94814,5470.95636,-89185.31792,-70.43393,0,0,0,0,0,1
302,0.54592,0.36284,999.7995699999999,-100.60880999999999,-0.79824,-0.08842,-1.17629,5474.52927,-89186.05567,-22.8043,0,0,0,0,0,0
303,2.62601,-1.61745,999.8520599999999,-100.47272,3.55838,-1.7791700000000001,-0.4136,5474.79789,-89184.55415,81.22668,0,1,0,0,0,0
305,-1.1814,1.9957900000000002,999.8499,-100.50457,-4.39074,-0.96541,-0.31008,5474.29121,-89185.37022000001,-109.14499,0,0,0,0,1,0
306,2.4327,-1.59284,999.67941,-100.94708,3.50425,2.70824,1.03986,5477.10354,-89187.72956,71.47452,0,1,0,0,0,0
307,0.99654,0.13522,999.71471,-100.88499,-0.29749000000000003,0.9594,2.15262,5474.91738,-89185.98744,-0.31578,0,0,0,1,0,0
308,-0.36302,1.1264,999.729,-100.80076,-2.4780900000000003,0.73319,1.87452,5479.96162,-89188.25402000001,-68.28631,0,0,0,0,0,1
309,-0.93551,1.80062,999.79623,-100.62479,-3.9613699999999996,0.44719,1.10965,5472.48425,-89185.30129,-96.87749,0,0,0,1,0,0
310,-0.04872,0.8224600000000001,999.8753300000001,-100.4595,-1.80942,-0.027739999999999997,-2.06814,5475.04575,-89185.65062,-52.49852,0,0,0,0,0,0
312,1.79971,-0.80602,999.6550900000001,-101.01461,1.77325,-2.29737,2.26118,5474.220429999999,-89185.50045,39.81327,0,1,0,0,0,0
313,-0.52162,1.64953,999.84877,-100.4639,-3.62897,-0.70563,0.18194000000000002,5476.54174,-89188.42874,-76.15674,0,0,0,1,0,0
314,0.92783,-0.13382,999.88051,-100.40978,0.2944,-1.58243,0.49065,5474.45052,-89187.14783999999,-3.66831,1,0,0,0,0,0
315,0.79619,0.04308,999.7411,-100.78397,-0.09477999999999999,-0.18529,-0.99897,5474.90173,-89187.74178,-10.31977,0,0,0,1,0,0
316,2.37497,-1.19585,999.87549,-100.39424,2.6308599999999998,0.30864,0.08015,5472.23075,-89187.71535,68.686,0,1,0,0,0,0
317,0.43359,0.59332,999.74041,-100.75997,-1.3053,-1.1015,0.83767,5476.2047299999995,-89185.22972999999,-28.45048,0,0,0,0,0,0
318,1.46885,-0.445,999.85689,-100.43223,0.97901,-0.05615,-0.01405,5473.8934,-89187.35782,23.3709,0,0,0,1,0,0
319,0.24012,0.6469,999.9118699999999,-100.2741,-1.42318,-0.08371,0.19649,5480.7071,-89187.87329,-38.03815,0,0,0,0,0,0
320,0.07754,0.77074,999.84603,-100.48498000000001,-1.69563,-0.81096,0.12491,5474.20417,-89185.84369,-46.2001,0,0,0,0,0,1
322,0.85017,0.61932,999.96694,-100.13046999999999,-1.3625,-0.6493800000000001,-0.55911,5474.917,-89184.93252,-7.50807,0,0,0,0,0,0
323,0.53546,0.47646000000000005,999.8910699999999,-100.411,-1.0482,-0.12128,-0.88549,5474.8618,-89187.12657000001,-23.28149,0,0,0,0,0,1
324,0.90985,0.05923,999.8996099999999,-100.32741999999999,-0.13030999999999998,1.67209,-0.03705,5476.19456,-89183.54151,-4.55755,0,0,0,0,0,0
325,2.46303,-1.63125,999.7795800000001,-100.66479,3.5887599999999997,0.63907,0.51247,5478.5407700000005,-89185.71016,73.04132,0,1,0,0,0,0
326,1.34377,-0.29709,999.91429,-100.29204,0.65359,-0.1047,-0.1126,5475.51217,-89185.69041,17.14587,1,0,0,0,0,0
327,-0.36144,1.3728,999.76937,-100.7614,-3.02015,0.75151,0.5078199999999999,5472.93299,-89185.65742999999,-68.18755,0,0,0,0,0,0
329,2.59918,-1.73043,999.87672,-100.42754000000001,3.80694,1.8764599999999998,0.13598,5475.80525,-89183.4846,79.89752,0,1,0,0,0,0
330,2.53023,-1.69956,999.79083,-100.64477,3.73904,0.32897,-0.030760000000000003,5479.18246,-89183.7586,76.40711,0,1,0,0,0,0
331,1.07983,-0.04506,999.7574300000001,-100.72393000000001,0.09913999999999999,0.67551,0.39971999999999996,5473.25536,-89185.00031,3.87035,0,0,0,1,0,0
332,0.38006,0.4524,999.79929,-100.61971,-0.9952799999999999,-2.30333,-1.9589599999999998,5474.19029,-89185.93865,-31.09731,0,0,0,0,0,0
333,2.97832,-1.93997,999.7598,-100.73666,4.267919999999999,-1.4495,0.6295,5474.23182,-89185.68982999999,98.79614,0,1,0,0,0,0
334,0.59956,0.34869,999.81208,-100.57696999999999,-0.7671100000000001,-0.82216,0.58607,5473.8448100000005,-89185.18825,-20.11592,0,0,0,0,0,0
335,-0.2157,1.2715,999.73004,-100.77721,-2.7973,0.16275,-1.06135,5472.894829999999,-89187.24717,-60.92006,0,0,0,0,0,0
336,1.91635,-0.75476,999.8833400000001,-100.3902,1.66048,-2.8014900000000003,-2.84035,5475.21777,-89184.80724,45.75921,0,0,0,0,1,0
337,1.03531,-0.23667,999.6899900000001,-100.96888,0.52067,-2.35363,2.94244,5475.83917,-89187.79121,1.61039,0,0,0,0,1,0
340,0.08039,0.83826,999.89411,-100.37123000000001,-1.84417,3.05761,1.0623,5475.78194,-89184.20573,-46.03367,0,0,0,0,0,0
341,1.33434,-0.34623000000000004,999.93616,-100.22121,0.76171,-2.54105,-0.20079,5473.5517,-89185.66664,16.68493,1,0,0,0,0,0
342,2.82698,-1.8203799999999999,999.8575300000001,-100.47869,4.00483,0.85114,-1.02867,5471.888220000001,-89185.70442000001,91.27796,0,1,0,0,0,0
343,1.98601,-1.02045,999.9037699999999,-100.31944,2.24498,-0.5686,-1.24773,5477.70989,-89185.02238,49.25219,0,0,0,0,1,0
345,2.03933,-1.06873,999.89125,-100.34831,2.35121,-0.40702,0.07977999999999999,5474.34295,-89184.03152,51.91199,0,0,0,0,1,0
346,0.86569,0.10539000000000001,999.91235,-100.26748,-0.23185,0.33976,1.03516,5473.80985,-89186.30652,-6.75912,0,0,0,0,0,0
347,-0.2621,1.3311600000000001,999.82703,-100.52767,-2.9285400000000004,1.38936,-1.13161,5480.199229999999,-89185.19929,-63.19152,1,0,0,0,0,0
348,1.29427,-0.51608,999.9277800000001,-100.2956,1.13537,0.00428,-1.28406,5475.05299,-89186.33322999999,14.67747,0,0,0,1,0,0
349,1.28651,-0.46121999999999996,999.6139800000001,-101.18833000000001,1.01468,1.7452599999999998,-2.39281,5474.1026600000005,-89186.16574,14.13261,0,1,0,0,0,0
350,1.8966,-0.94834,999.91983,-100.31363,2.08636,0.41143,-0.59625,5473.3168399999995,-89184.93999,44.78991,0,0,0,0,1,0
351,2.46683,-1.47435,999.80376,-100.56837,3.24357,-0.5985199999999999,1.8539,5472.87777,-89185.83222000001,73.24345,0,1,0,0,0,0
353,-0.02537,1.01489,999.86558,-100.43627,-2.23276,-2.73853,-0.076,5479.00195,-89188.02832,-51.33585,0,0,0,0,0,0
354,0.76448,0.09193,999.7324699999999,-100.82119,-0.20225,0.9017299999999999,-0.051629999999999995,5474.90401,-89185.11011000001,-11.90969,0,0,0,1,0,0
356,2.16257,-1.0258399999999999,999.91465,-100.3299,2.25684,-0.29151,-1.50842,5473.41613,-89185.76882,58.08565,0,0,0,0,1,0
357,-0.09606,0.7329399999999999,999.96833,-100.11307,-1.61246,0.25058,-0.12065999999999999,5476.66031,-89186.41731,-54.819,1,0,0,0,0,0
358,0.95647,0.00036,999.8697,-100.3802,-0.0008,0.58221,-0.44016000000000005,5474.3526600000005,-89185.30643,-2.24152,0,0,0,0,0,0
359,0.43804,0.36565,999.8255199999999,-100.50936,-0.80443,-1.27619,2.06327,5475.16417,-89184.9641,-28.18531,0,0,0,0,0,0
360,0.99644,-0.08838,999.92482,-100.23909,0.19443,-1.13945,-0.23771,5478.96607,-89185.58558,-0.2156,0,0,0,0,0,0
361,0.77727,-0.01218,999.9120300000001,-100.28839,0.0268,0.59533,0.05002,5473.16622,-89184.11546,-11.18062,0,0,0,0,0,0
363,0.19046,0.7882100000000001,999.8172099999999,-100.56088000000001,-1.73406,-0.12311,-0.49138000000000004,5473.30944,-89186.1913,-40.5682,0,0,0,0,0,1
364,1.10744,-0.0183,999.81429,-100.58628,0.04027,0.78403,-0.42961000000000005,5473.44189,-89185.46625,5.27897,1,0,0,0,0,0
365,0.31795,0.70018,999.93725,-100.25239,-1.54039,-2.89071,1.9656099999999999,5475.05169,-89185.53822,-34.13378,0,0,0,0,0,0
366,0.88764,0.01054,999.75816,-100.74084,-0.0232,0.007670000000000001,-0.58653,5473.750370000001,-89187.13497,-5.73885,0,0,0,1,0,0
367,1.11868,-0.0714,999.9589599999999,-100.19749,0.15707000000000002,1.1897799999999998,-2.45834,5475.1433799999995,-89185.70852,5.91343,0,0,0,0,0,0
368,2.70854,-1.41169,999.75278,-100.73411,3.10573,-0.732,0.8973899999999999,5472.5319,-89185.67086,85.30341,0,1,0,0,0,0
369,0.25467,0.7351800000000001,999.7390300000001,-100.75542,-1.61741,-2.47112,-2.92529,5473.83384,-89185.89954,-37.39711,0,0,0,0,0,0
370,1.63986,-0.73288,999.83287,-100.57369,1.6123299999999998,1.28454,-0.33242,5473.43327,-89185.85084,31.90953,0,0,0,0,1,0
371,2.09233,-0.88879,999.85099,-100.49311999999999,1.95533,0.10937000000000001,-0.39849,5474.9537,-89185.50529,54.54217,0,0,0,0,1,0
372,0.38567,0.55316,999.77943,-100.67919,-1.21696,-0.9434600000000001,-1.60133,5471.41233,-89186.58046,-30.82656,0,0,0,0,0,0
373,2.06199,-1.0754299999999999,999.88958,-100.40536999999999,2.36596,0.017669999999999998,-1.5869799999999998,5471.793320000001,-89184.61043,53.04406,0,1,0,0,0,0
374,-0.15515,1.15028,999.86665,-100.38275,-2.53062,-2.08843,-0.36477,5475.72152,-89185.78852999999,-57.82438,1,0,0,0,0,0
375,2.75389,-1.80475,999.91797,-100.28161999999999,3.97045,-0.94905,0.8203,5474.9770100000005,-89186.51225,87.65338,0,1,0,0,0,0
376,0.20188,0.8487600000000001,999.87543,-100.39838,-1.8672799999999998,0.23593000000000003,-0.6031,5480.12298,-89186.24546,-39.9682,0,0,0,0,0,0
378,0.39692,0.54261,999.95153,-100.15345,-1.19375,-0.61332,1.37311,5474.775320000001,-89182.71978,-30.1783,0,0,0,0,0,0
381,2.00796,-0.88385,999.7326099999999,-100.78612,1.9444700000000001,2.0556400000000004,-0.9840200000000001,5476.97481,-89185.97894,50.26444,0,1,0,0,0,0
382,1.20667,-0.206,999.88214,-100.39653,0.45321000000000006,-1.15761,-0.28795,5477.06763,-89184.20218,10.27472,1,0,0,0,0,0
383,2.15208,-1.32813,999.8285599999999,-100.53341,2.92188,-0.74933,1.35054,5474.49282,-89187.43063999999,57.51842,0,1,0,0,0,0
384,2.26038,-1.02755,999.8759,-100.38865,2.2606,0.09792000000000001,2.90467,5476.38869,-89189.07115,62.95686,0,0,0,0,1,0
385,1.21334,-0.26106999999999997,999.95801,-100.14435999999999,0.57436,0.35456,0.23831999999999998,5477.81025,-89185.56516,10.64583,0,0,0,0,0,0
386,1.43158,-0.22762,999.84186,-100.4666,0.5007699999999999,-0.98506,0.06675,5474.16054,-89184.67331,21.4997,0,0,0,1,0,0
389,1.00057,0.14495,999.9530699999999,-100.17919,-0.31889,0.06273,0.56023,5474.58875,-89184.9816,0.00512,0,0,0,0,0,1
390,3.01929,-2.13857,999.7917800000001,-100.64376,4.70485,-0.92127,-0.043410000000000004,5471.517870000001,-89184.63828,100.86056,0,1,0,0,0,0
391,0.11202,0.96841,999.677,-100.92909,-2.1305,-0.04766,0.8880899999999999,5474.00874,-89186.78349,-44.5603,0,0,0,0,0,0
392,1.08088,-0.17413,999.80434,-100.62495,0.38308000000000003,0.51074,2.2204200000000003,5473.31114,-89184.01548,3.94603,0,0,0,1,0,0
394,1.59961,-0.63249,999.7797,-100.66438000000001,1.3914799999999998,0.8624,1.1881,5477.34651,-89188.08865,29.87049,0,0,0,0,1,0
395,0.95371,0.060160000000000005,999.77093,-100.68927,-0.13235,-0.022690000000000002,0.42744,5472.19962,-89184.78113999999,-2.42928,0,0,0,1,0,0
396,0.06648,1.07512,999.9552,-100.16141,-2.36527,0.17451,0.76393,5474.8572,-89185.95818,-46.69823,0,0,0,1,0,0
397,-0.05099,0.9208299999999999,999.94481,-100.18103,-2.02582,0.06596,-2.23538,5472.89487,-89185.35621,-52.57699,1,0,0,0,0,0
398,-1.52028,2.55824,999.8312,-100.49663000000001,-5.6281300000000005,-1.87705,2.46841,5477.8558,-89186.13872,-126.09841,0,1,0,0,0,0
399,0.32473,0.46871999999999997,999.7988300000001,-100.59576,-1.03118,0.7626,-0.49066000000000004,5475.79187,-89183.18147000001,-33.86391,0,0,0,0,0,0
400,0.33875,0.77622,999.8041599999999,-100.56218,-1.70767,-0.58118,0.29517,5475.18319,-89184.6254,-33.1605,0,0,0,0,0,1
401,0.08658,0.8459899999999999,999.91763,-100.30499,-1.8611900000000001,-0.12059,0.24848,5473.85194,-89186.33883,-45.71224,0,0,0,0,0,0
402,1.53058,-0.5573199999999999,999.7969099999999,-100.67291999999999,1.22611,0.21436999999999998,-1.0080200000000001,5472.6197,-89185.40729,26.42768,0,0,0,0,1,0
403,1.44035,-0.53509,999.96103,-100.18663000000001,1.17719,2.79377,0.57897,5475.74633,-89187.29679,21.99808,1,0,0,0,0,0
404,2.21263,-1.07568,999.8918199999999,-100.35868,2.36649,-1.06856,1.19153,5479.28347,-89185.29398999999,60.57752,0,0,0,0,1,0
405,-0.02585,1.05313,999.7792400000001,-100.70007,-2.31688,2.23665,0.36212,5479.087320000001,-89188.64324,-51.40288,0,0,0,0,0,1
407,2.59485,-1.4832100000000001,999.9000699999999,-100.32128,3.26307,0.6764600000000001,-0.94781,5476.94856,-89184.78117,79.69251,0,1,0,0,0,0
408,0.9145,0.08755,999.78858,-100.66837,-0.19262,-1.66685,0.50479,5472.60761,-89186.3724,-4.3806,1,0,0,0,0,0
