,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
187,Sturm,0.09502,0.77964,999.72188,-100.89711,-1.71521,7-11,-0.95414,-1.09373,5475.26611,-89185.49953,True,False,-45.38828
188,Conradt,0.42251,0.66768,999.76979,-100.73450,-1.46889,7-11,-1.39418,2.45507,5476.09096,-89185.62474,True,False,-28.98944
189,Conradt,0.44707,0.82559,999.69879,-100.93741,-1.81630,7-11,-1.30697,0.37571,5474.80447,-89184.95339,True,False,-27.79688
190,Conradt,0.86766,0.09013,999.83374,-100.55156,-0.19829,Alfvensalen,-1.06683,-0.19931,5473.73872,-89185.83741,True,False,-6.70020
191,Sturm,2.87599,-2.09589,999.65424,-101.08978,4.61097,Biblioteket,-1.76916,-0.13710,5474.89138,-89185.59312,True,False,93.62654
192,Conradt,0.69456,0.13590,999.82280,-100.57543,-0.29899,Alfvensalen,-0.73776,1.21407,5474.39725,-89184.13411,True,False,-15.36057
193,Sturm,1.01464,-0.07724,999.73245,-100.76705,0.16993,Entré,-0.28889,0.92674,5474.70498,-89185.78168,True,False,0.59833
194,Sturm,0.32016,0.47126,999.71159,-100.90093,-1.03678,Alfvensalen,0.10962,-0.98208,5473.84708,-89184.70262,True,False,-34.13640
195,Maki,0.43784,0.71405,999.73931,-100.79780,-1.57091,7-11,-1.00930,-0.21546,5474.38320,-89187.20495,True,False,-28.23835
196,Sturm,1.41321,-0.35989,999.86069,-100.48179,0.79176,Lindstedvägen 24,0.14095,0.64598,5474.32110,-89184.16627,True,False,20.59069
197,Sturm,1.69873,-0.72397,999.86618,-100.46265,1.59274,Syster och Bro,0.14376,-0.25001,5471.49544,-89185.22388,True,False,34.86975
198,Conradt,-0.20525,1.03282,999.90748,-100.28143,-2.27220,Alfvensalen,0.74445,0.27306,5474.11944,-89187.41190,True,False,-60.30890
199,Conradt,1.49378,-0.39185,999.79961,-100.57865,0.86207,Entré,1.35479,0.03785,5476.43961,-89183.45528,True,False,24.58890
200,Conradt,1.00790,0.07689,999.88695,-100.34048,-0.16915,7-11,-1.39389,-0.66118,5475.68645,-89184.53614,True,False,0.33826
201,Conradt,0.61831,0.30277,999.89665,-100.31031,-0.66610,Östra Station,-3.87112,-1.28314,5476.09261,-89187.81616,True,False,-19.13601
202,Sturm,-0.60182,1.69894,999.65956,-101.04215,-3.73767,7-11,-0.18420,0.20605,5474.97456,-89186.48259,True,False,-80.26098
203,Sturm,-0.15476,1.10866,999.89068,-100.41013,-2.43905,Alfvensalen,-1.21947,0.60715,5472.25112,-89186.45249,True,False,-57.79249
204,Conradt,0.13286,0.69482,999.70961,-100.88747,-1.52861,7-11,0.94191,0.95382,5475.62173,-89185.87471,True,False,-43.50205
205,Sturm,-0.04391,1.01864,999.93420,-100.27267,-2.24100,Alfvensalen,0.80918,-1.18747,5474.61852,-89186.34363,True,False,-52.22854
206,Maki,-0.07719,0.99589,999.89658,-100.34240,-2.19096,Alfvensalen,-0.43479,0.18657,5474.14625,-89185.45034,True,False,-53.91141
207,Sturm,0.05042,0.79698,999.95825,-100.18686,-1.75336,Alfvensalen,2.98477,-1.30932,5474.60520,-89187.49395,True,False,-47.49993
208,Sturm,1.33950,-0.35467,999.81329,-100.61951,0.78028,Entré,0.40262,0.13923,5474.24236,-89186.48464,True,False,16.88184
209,Conradt,-0.02397,1.17932,999.87997,-100.40654,-2.59451,Alfvensalen,-0.96676,-0.03289,5478.30404,-89187.82185,True,False,-51.25872
210,Sturm,2.62760,-1.58162,999.87202,-100.44449,3.47956,Biblioteket,1.39379,-1.32603,5470.66321,-89183.46792,True,False,81.31594
211,Conradt,1.52777,-0.43522,999.79703,-100.58269,0.95748,Entré,-0.88412,-0.04899,5473.86738,-89187.09425,True,False,26.28726
212,Sturm,-0.73220,1.54514,999.71519,-100.89897,-3.39931,7-11,-1.77286,2.34734,5474.10444,-89187.83132,True,False,-86.75245
213,Sturm,0.13638,0.90394,999.64423,-101.11256,-1.98866,Alfvensalen,-0.98807,-1.15511,5474.11038,-89187.02866,True,False,-43.35888
214,Sturm,-0.50744,1.53733,999.97059,-100.08585,-3.38212,Syster och Bro,-0.13531,0.97239,5474.70071,-89186.42762,True,False,-75.38661
215,Conradt,0.19870,1.03501,999.69268,-100.94309,-2.27702,7-11,-1.53592,-0.44301,5475.13988,-89184.17345,True,False,-40.21874
216,Sturm,1.89378,-0.83867,999.81120,-100.58442,1.84508,Biblioteket,-0.19933,-1.21446,5474.18022,-89185.96220,True,False,44.59466
217,Maki,1.98854,-0.86828,999.79226,-100.63870,1.91021,Biblioteket,-0.18344,0.01446,5478.71105,-89187.05197,True,False,49.32299
218,Sturm,1.39025,-0.23556,999.86868,-100.43567,0.51824,Alfvensalen,1.42131,-4.78983,5473.20472,-89184.47423,True,False,19.44684
219,Conradt,0.93512,0.09785,999.73010,-100.77274,-0.21527,Lindstedvägen 24,-0.49000,-2.11941,5475.33651,-89184.71103,True,False,-3.37884
220,Sturm,1.80173,-0.80861,999.74594,-100.77943,1.77895,Biblioteket,3.74193,-1.86517,5475.41947,-89187.40881,True,False,39.95946
221,Sturm,0.21869,0.46175,999.84126,-100.53567,-1.01584,7-11,-2.60251,0.49829,5475.45707,-89185.64481,True,False,-39.14494
222,Maki,2.94869,-2.16679,999.86697,-100.40951,4.76693,Biblioteket,0.82898,0.13802,5472.51988,-89185.51856,True,False,97.36786
223,Conradt,0.81979,0.26499,999.82280,-100.52485,-0.58298,7-11,-0.31560,1.08841,5475.38656,-89182.49187,True,False,-9.09918
224,Sturm,1.91859,-1.03040,999.73778,-100.77939,2.26689,Biblioteket,-1.22069,0.76376,5473.38474,-89186.10236,True,False,45.79824
225,Maki,0.05914,0.87786,999.83475,-100.52051,-1.93129,Östra Station,-0.57944,-0.52610,5477.09198,-89187.16969,True,False,-47.12587
226,Conradt,1.96779,-0.91216,999.82534,-100.53278,2.00674,Biblioteket,2.00873,-0.36951,5475.49718,-89182.51327,True,False,48.30210
227,Maki,-0.22568,1.09016,999.83969,-100.50633,-2.39835,7-11,0.66618,-0.47772,5478.96417,-89186.22483,True,False,-61.36392
228,Sturm,-0.17990,1.16123,999.90060,-100.29287,-2.55470,Alfvensalen,-1.73088,3.40539,5472.47465,-89184.95848,True,False,-59.04491
229,Sturm,1.91161,-1.00099,999.85847,-100.41929,2.20219,Biblioteket,0.85787,-2.57170,5473.69045,-89183.84042,True,False,45.50963
230,Sturm,0.14722,0.88005,999.91010,-100.35988,-1.93611,7-11,-0.73010,1.63422,5475.71389,-89186.12388,True,False,-42.68416
231,Conradt,0.27152,0.95845,999.74618,-100.75577,-2.10858,Östra Station,0.31871,-3.24108,5473.96445,-89186.61843,True,False,-36.55098
232,Sturm,1.33383,-0.37297,999.62862,-101.15599,0.82054,Biblioteket,0.30264,0.54101,5474.24143,-89183.69688,True,False,16.50577
233,Conradt,0.04843,1.04198,999.78543,-100.66168,-2.29235,Östra Station,0.34975,0.63604,5477.16485,-89187.91724,True,False,-47.68557
234,Conradt,1.51151,-0.39183,999.89956,-100.30233,0.86204,Alfvensalen,3.54857,0.39460,5479.37945,-89187.32491,True,False,25.52542
235,Sturm,-0.39707,1.73934,999.94589,-100.16142,-3.82656,Syster och Bro,-0.21898,-0.71658,5473.21065,-89186.43277,True,False,-69.88060
236,Conradt,0.06013,1.13061,999.82942,-100.51309,-2.48733,7-11,-2.10899,-1.90192,5476.65307,-89185.51180,True,False,-47.07865
237,Sturm,0.52324,0.32852,999.81610,-100.54216,-0.72275,7-11,2.11998,-1.89117,5472.07992,-89186.45099,True,False,-23.92999
238,Sturm,1.61777,-0.59700,999.83540,-100.48939,1.31339,Syster och Bro,1.58861,-0.52909,5475.16024,-89186.89891,True,False,30.80636
239,Conradt,-0.85852,1.92642,999.90619,-100.28900,-4.23813,Syster och Bro,-2.74464,0.02009,5472.37911,-89185.32751,True,False,-92.97265
240,Maki,0.14755,0.81404,999.87015,-100.40993,-1.79088,7-11,-0.03618,-0.43554,5478.07268,-89184.70643,True,False,-42.68745
241,Maki,1.40311,-0.47123,999.84782,-100.48244,1.03672,Entré,-1.02461,0.78725,5471.34125,-89187.09667,True,False,20.07957
242,Sturm,-0.53060,1.76498,999.91830,-100.31581,-3.88296,Syster och Bro,-0.28280,-1.11631,5474.15480,-89185.43276,True,False,-76.57070
243,Conradt,2.12013,-1.18491,999.79361,-100.64878,2.60681,Biblioteket,-1.12643,-0.78772,5479.25179,-89189.97407,True,False,55.90324
244,Conradt,-1.00687,2.02887,999.87225,-100.42476,-4.46350,Syster och Bro,1.48693,-0.41816,5474.16667,-89183.70348,True,False,-100.40753
245,Sturm,1.88544,-0.92406,999.82516,-100.52578,2.03293,Biblioteket,-1.35848,-0.62889,5473.39793,-89187.04656,True,False,44.18457
246,Sturm,1.94680,-0.95849,999.79109,-100.69092,2.10869,Biblioteket,-0.26769,0.91084,5473.67098,-89186.19526,True,False,47.23570
247,Sturm,1.36371,-0.33819,999.88603,-100.35843,0.74402,Alfvensalen,-1.47012,-0.05380,5474.47682,-89186.64457,True,False,18.12851
248,Sturm,1.91379,-0.96731,999.84066,-100.47548,2.12808,Biblioteket,0.41342,-1.56688,5476.38068,-89186.32923,True,False,45.60992
249,Sturm,0.68528,0.42476,999.75947,-100.73441,-0.93446,Alfvensalen,0.56513,1.53386,5475.90581,-89185.10774,True,False,-15.85605
250,Conradt,-1.39326,2.27425,999.78357,-100.62052,-5.00334,Syster och Bro,-1.27941,-1.83471,5477.05567,-89184.60079,True,False,-119.77104
251,Maki,1.34527,-0.35521,999.74168,-100.77559,0.78147,Syster och Bro,-0.19294,0.35255,5476.93608,-89187.84922,True,False,17.13422
252,Sturm,2.21260,-1.19837,999.71931,-100.90208,2.63641,Biblioteket,1.36309,0.10612,5473.03810,-89185.35087,True,False,60.48949
253,Maki,0.64440,0.47982,999.91858,-100.27900,-1.05561,Östra Station,-1.43491,-0.74525,5474.18601,-89184.71287,True,False,-17.82089
254,Sturm,0.57098,0.45124,999.85182,-100.49655,-0.99273,Östra Station,2.39807,-0.40704,5473.78572,-89187.25759,True,False,-21.52528
255,Maki,1.84778,-0.65119,999.76955,-100.68091,1.43261,Biblioteket,0.76702,-0.51836,5477.36597,-89186.86135,True,False,42.27398
256,Sturm,-0.65190,1.39650,999.93815,-100.22754,-3.07230,Entré,0.04282,-1.74131,5473.42969,-89188.06223,True,False,-82.62580
257,Maki,1.72593,-0.73528,999.82091,-100.56412,1.61762,Syster och Bro,0.27513,-0.48134,5478.29991,-89186.89772,True,False,36.20673
258,Maki,1.27151,-0.36580,999.88625,-100.36466,0.80477,Lindstedvägen 24,-0.66955,0.23568,5474.92533,-89186.14478,True,False,13.51865
259,Sturm,2.73307,-1.66928,999.84845,-100.51773,3.67242,Biblioteket,-1.53503,1.19675,5475.23735,-89186.34607,True,False,86.57792
260,Conradt,0.22074,0.95678,999.89417,-100.37203,-2.10492,7-11,-0.81724,0.66561,5476.12642,-89182.83234,True,False,-39.01587
261,Sturm,-0.51313,1.30486,999.74939,-100.76168,-2.87070,7-11,-0.61817,-0.47832,5471.64716,-89186.79566,True,False,-75.78157
262,Sturm,0.70837,0.31428,999.68063,-100.96864,-0.69143,Lindstedvägen 24,-1.16590,0.24371,5474.32121,-89186.16824,True,False,-14.74125
263,Maki,0.73140,0.10414,999.92635,-100.23896,-0.22910,7-11,-0.31248,-1.52242,5472.82267,-89187.81225,True,False,-13.46665
264,Sturm,0.10622,0.88194,999.83254,-100.51689,-1.94026,Östra Station,-0.29685,0.43143,5477.72976,-89186.26897,True,False,-44.77293
265,Sturm,2.48558,-1.52674,999.95643,-100.14279,3.35882,Biblioteket,0.34489,0.36371,5471.62971,-89187.34929,True,False,74.25737
266,Conradt,0.34860,0.81571,999.87781,-100.36743,-1.79455,7-11,0.22392,-1.17194,5478.65664,-89188.72604,True,False,-32.63094
267,Sturm,2.23240,-0.89965,999.85989,-100.42449,1.97922,Syster och Bro,-1.90755,-1.94825,5474.55586,-89186.27731,True,False,61.54974
268,Conradt,1.10308,-0.19999,999.74876,-100.78161,0.43998,Entré,2.06366,1.71852,5474.07095,-89186.50157,True,False,5.02859
269,Sturm,2.49706,-1.61368,999.92198,-100.27404,3.55010,Biblioteket,0.62342,-0.32983,5473.66202,-89185.72393,True,False,74.81415
270,Conradt,0.69500,0.33165,999.76898,-100.72307,-0.72964,Alfvensalen,-1.57137,-1.08793,5474.55047,-89184.40896,True,False,-15.36565
271,Conradt,1.95179,-0.95667,999.84557,-100.44423,2.10467,Syster och Bro,-1.08450,-1.91485,5475.04207,-89184.03781,True,False,47.51235
272,Maki,1.16202,-0.15240,999.79583,-100.61627,0.33528,Lindstedvägen 24,0.33339,-0.98049,5477.23510,-89185.41722,True,False,7.99900
273,Sturm,0.74005,0.20168,999.86179,-100.46205,-0.44369,7-11,0.59900,1.23752,5472.83800,-89185.34981,True,False,-13.06651
274,Conradt,-0.37222,1.46740,999.79057,-100.65495,-3.22827,Alfvensalen,-1.46650,-0.58957,5475.95533,-89184.87066,True,False,-68.71554
275,Sturm,0.24399,0.82134,999.71580,-100.82527,-1.80694,7-11,-0.10393,-1.12096,5472.65774,-89185.10601,True,False,-37.94240
276,Conradt,0.72162,0.27960,999.83183,-100.54948,-0.61513,7-11,-0.84358,-1.24941,5475.19983,-89184.60190,True,False,-14.00299
277,Conradt,1.36217,-0.11458,999.71293,-100.85967,0.25208,Syster och Bro,-0.49466,-0.97344,5473.84131,-89183.59347,True,False,17.96517
278,Conradt,1.41364,-0.16641,999.82679,-100.52647,0.36611,Lindstedvägen 24,-0.32456,-1.57632,5474.80670,-89184.60706,True,False,20.59529
279,Sturm,-1.13031,2.13307,999.76308,-100.77789,-4.69275,Entré,0.16063,1.23207,5474.91114,-89185.72133,True,False,-106.63383
280,Conradt,1.16007,0.06854,999.77868,-100.68760,-0.15080,Lindstedvägen 24,0.44608,-0.81279,5479.46803,-89188.62280,True,False,7.89277
281,Conradt,1.54546,-0.66235,999.79597,-100.63830,1.45717,Syster och Bro,0.28202,-0.98442,5474.85589,-89183.83416,True,False,27.17074
282,Maki,1.90068,-0.90733,999.96393,-100.13215,1.99612,Entré,0.85278,0.80874,5472.87205,-89186.09993,True,False,45.01613
283,Conradt,0.24999,0.56620,999.82368,-100.55671,-1.24564,Östra Station,1.07485,-1.48992,5475.69133,-89184.22603,True,False,-37.58848
284,Maki,-0.32278,1.14385,999.83805,-100.49826,-2.51647,7-11,-0.57854,0.28119,5474.59148,-89187.26176,True,False,-66.22016
285,Maki,0.71189,0.36987,999.91551,-100.28222,-0.81371,Östra Station,-1.16691,-0.77286,5475.66589,-89185.62517,True,False,-14.44772
286,Sturm,2.42727,-1.34091,999.75873,-100.77843,2.95000,Biblioteket,0.93401,0.55779,5475.02406,-89183.37360,True,False,71.24286
287,Maki,1.21169,0.08063,999.94298,-100.21156,-0.17738,Östra Station,-0.28283,0.14771,5474.28088,-89188.36318,True,False,10.55576
288,Maki,0.39705,0.51812,999.88598,-100.37526,-1.13986,Östra Station,0.70993,-0.16052,5474.17953,-89183.96502,True,False,-30.20443
289,Sturm,0.75736,0.51881,999.71397,-100.91351,-1.14138,Alfvensalen,1.10860,1.49433,5476.00224,-89185.67890,True,False,-12.27524
290,Conradt,3.01940,-2.11207,999.73145,-100.81985,4.64656,Biblioteket,-0.50050,-0.20395,5474.35839,-89185.02216,True,False,100.83550
291,Sturm,0.93656,0.20802,999.67244,-101.03701,-0.45764,Entré,0.18268,0.05001,5473.45775,-89184.42209,True,False,-3.33598
292,Conradt,2.27987,-1.16718,999.80338,-100.58394,2.56780,Biblioteket,-2.03862,-2.44510,5475.18094,-89185.37908,True,False,63.89543
293,Sturm,2.12879,-1.03951,999.75488,-100.71281,2.28693,Biblioteket,0.45312,0.20849,5474.72545,-89186.43629,True,False,56.31704
294,Sturm,1.24219,-0.09166,999.81252,-100.58798,0.20165,Lindstedvägen 24,0.21554,0.98200,5474.79770,-89185.09589,True,False,12.01560
295,Conradt,1.48065,-0.25420,999.78967,-100.62264,0.55925,Entré,1.55016,1.02133,5477.32922,-89184.25672,True,False,23.92746
296,Sturm,-0.53158,1.55940,999.86445,-100.43426,-3.43068,Lindstedvägen 24,-2.27802,-0.59855,5473.56534,-89184.19470,True,False,-76.64695
297,Sturm,0.90030,0.01480,999.80921,-100.63157,-0.03256,Alfvensalen,-3.26099,0.70604,5473.82545,-89186.94464,True,False,-5.08038
298,Conradt,-0.23752,1.29740,999.69290,-100.94152,-2.85428,Östra Station,-1.07331,-1.18439,5475.45794,-89187.89376,True,False,-62.02953
299,Maki,-0.58605,1.64237,999.76787,-100.69102,-3.61322,Alfvensalen,-1.33945,0.20677,5474.71189,-89187.39766,True,False,-79.41870
300,Sturm,0.35819,0.66093,999.62216,-101.15496,-1.45405,Lindstedvägen 24,-0.45989,-0.04193,5473.87404,-89185.81707,True,False,-32.27963
301,Sturm,-0.40560,1.40131,999.69169,-100.91435,-3.08288,Östra Station,-1.55840,0.94814,5470.95636,-89185.31792,True,False,-70.43393
302,Maki,0.54592,0.36284,999.79957,-100.60881,-0.79824,7-11,-0.08842,-1.17629,5474.52927,-89186.05567,True,False,-22.80430
303,Conradt,2.62601,-1.61745,999.85206,-100.47272,3.55838,Biblioteket,-1.77917,-0.41360,5474.79789,-89184.55415,True,False,81.22668
304,Sturm,0.98231,-0.00640,999.75774,-100.79491,0.01408,Entré,0.52687,0.77004,5476.83982,-89184.83944,True,False,-1.00584
305,Conradt,-1.18140,1.99579,999.84990,-100.50457,-4.39074,Syster och Bro,-0.96541,-0.31008,5474.29121,-89185.37022,True,False,-109.14499
306,Sturm,2.43270,-1.59284,999.67941,-100.94708,3.50425,Biblioteket,2.70824,1.03986,5477.10354,-89187.72956,True,False,71.47452
307,Conradt,0.99654,0.13522,999.71471,-100.88499,-0.29749,Lindstedvägen 24,0.95940,2.15262,5474.91738,-89185.98744,True,False,-0.31578
308,Conradt,-0.36302,1.12640,999.72900,-100.80076,-2.47809,Östra Station,0.73319,1.87452,5479.96162,-89188.25402,True,False,-68.28631
309,Sturm,-0.93551,1.80062,999.79623,-100.62479,-3.96137,Lindstedvägen 24,0.44719,1.10965,5472.48425,-89185.30129,True,False,-96.87749
310,Sturm,-0.04872,0.82246,999.87533,-100.45950,-1.80942,7-11,-0.02774,-2.06814,5475.04575,-89185.65062,True,False,-52.49852
311,Sturm,-0.38469,1.35870,999.85487,-100.43977,-2.98914,Alfvensalen,-3.66883,5.09991,5476.63263,-89185.94482,True,False,-69.30709
312,Sturm,1.79971,-0.80602,999.65509,-101.01461,1.77325,Biblioteket,-2.29737,2.26118,5474.22043,-89185.50045,True,False,39.81327
313,Maki,-0.52162,1.64953,999.84877,-100.46390,-3.62897,Lindstedvägen 24,-0.70563,0.18194,5476.54174,-89188.42874,True,False,-76.15674
314,Conradt,0.92783,-0.13382,999.88051,-100.40978,0.29440,Alfvensalen,-1.58243,0.49065,5474.45052,-89187.14784,True,False,-3.66831
315,Maki,0.79619,0.04308,999.74110,-100.78397,-0.09478,Lindstedvägen 24,-0.18529,-0.99897,5474.90173,-89187.74178,True,False,-10.31977
316,Sturm,2.37497,-1.19585,999.87549,-100.39424,2.63086,Biblioteket,0.30864,0.08015,5472.23075,-89187.71535,True,False,68.68600
317,Conradt,0.43359,0.59332,999.74041,-100.75997,-1.30530,7-11,-1.10150,0.83767,5476.20473,-89185.22973,True,False,-28.45048
318,Maki,1.46885,-0.44500,999.85689,-100.43223,0.97901,Lindstedvägen 24,-0.05615,-0.01405,5473.89340,-89187.35782,True,False,23.37090
319,Conradt,0.24012,0.64690,999.91187,-100.27410,-1.42318,7-11,-0.08371,0.19649,5480.70710,-89187.87329,True,False,-38.03815
320,Maki,0.07754,0.77074,999.84603,-100.48498,-1.69563,Östra Station,-0.81096,0.12491,5474.20417,-89185.84369,True,False,-46.20010
321,Sturm,1.27381,-0.09611,999.73276,-100.77655,0.21143,Entré,2.42113,0.18730,5474.59946,-89187.30150,True,False,13.55697
322,Maki,0.85017,0.61932,999.96694,-100.13047,-1.36250,7-11,-0.64938,-0.55911,5474.91700,-89184.93252,True,False,-7.50807
323,Sturm,0.53546,0.47646,999.89107,-100.41100,-1.04820,Östra Station,-0.12128,-0.88549,5474.86180,-89187.12657,True,False,-23.28149
324,Conradt,0.90985,0.05923,999.89961,-100.32742,-0.13031,7-11,1.67209,-0.03705,5476.19456,-89183.54151,True,False,-4.55755
325,Maki,2.46303,-1.63125,999.77958,-100.66479,3.58876,Biblioteket,0.63907,0.51247,5478.54077,-89185.71016,True,False,73.04132
326,Maki,1.34377,-0.29709,999.91429,-100.29204,0.65359,Alfvensalen,-0.10470,-0.11260,5475.51217,-89185.69041,True,False,17.14587
327,Sturm,-0.36144,1.37280,999.76937,-100.76140,-3.02015,7-11,0.75151,0.50782,5472.93299,-89185.65743,True,False,-68.18755
328,Sturm,2.18522,-1.00365,999.87095,-100.46660,2.20803,Biblioteket,-1.10117,4.45683,5473.93520,-89185.57339,True,False,59.19648
329,Conradt,2.59918,-1.73043,999.87672,-100.42754,3.80694,Biblioteket,1.87646,0.13598,5475.80525,-89183.48460,True,False,79.89752
330,Maki,2.53023,-1.69956,999.79083,-100.64477,3.73904,Biblioteket,0.32897,-0.03076,5479.18246,-89183.75860,True,False,76.40711
331,Sturm,1.07983,-0.04506,999.75743,-100.72393,0.09914,Lindstedvägen 24,0.67551,0.39972,5473.25536,-89185.00031,True,False,3.87035
332,Conradt,0.38006,0.45240,999.79929,-100.61971,-0.99528,7-11,-2.30333,-1.95896,5474.19029,-89185.93865,True,False,-31.09731
333,Maki,2.97832,-1.93997,999.75980,-100.73666,4.26792,Biblioteket,-1.44950,0.62950,5474.23182,-89185.68983,True,False,98.79614
334,Maki,0.59956,0.34869,999.81208,-100.57697,-0.76711,7-11,-0.82216,0.58607,5473.84481,-89185.18825,True,False,-20.11592
335,Sturm,-0.21570,1.27150,999.73004,-100.77721,-2.79730,7-11,0.16275,-1.06135,5472.89483,-89187.24717,True,False,-60.92006
336,Conradt,1.91635,-0.75476,999.88334,-100.39020,1.66048,Syster och Bro,-2.80149,-2.84035,5475.21777,-89184.80724,True,False,45.75921
337,Sturm,1.03531,-0.23667,999.68999,-100.96888,0.52067,Syster och Bro,-2.35363,2.94244,5475.83917,-89187.79121,True,False,1.61039
338,Conradt,1.13903,-0.12641,999.74403,-100.78159,0.27811,Entré,1.31007,0.90842,5477.56540,-89188.81747,True,False,6.82344
339,Sturm,1.03845,-0.12299,999.74684,-100.79270,0.27058,Entré,-0.11034,0.21818,5475.39494,-89185.22734,True,False,1.79608
340,Conradt,0.08039,0.83826,999.89411,-100.37123,-1.84417,7-11,3.05761,1.06230,5475.78194,-89184.20573,True,False,-46.03367
341,Sturm,1.33434,-0.34623,999.93616,-100.22121,0.76171,Alfvensalen,-2.54105,-0.20079,5473.55170,-89185.66664,True,False,16.68493
342,Sturm,2.82698,-1.82038,999.85753,-100.47869,4.00483,Biblioteket,0.85114,-1.02867,5471.88822,-89185.70442,True,False,91.27796
343,Maki,1.98601,-1.02045,999.90377,-100.31944,2.24498,Syster och Bro,-0.56860,-1.24773,5477.70989,-89185.02238,True,False,49.25219
344,Sturm,1.85145,-0.78351,999.88142,-100.34462,1.72373,Entré,0.59535,-1.44665,5473.80810,-89186.29566,True,False,42.51309
345,Conradt,2.03933,-1.06873,999.89125,-100.34831,2.35121,Syster och Bro,-0.40702,0.07978,5474.34295,-89184.03152,True,False,51.91199
346,Conradt,0.86569,0.10539,999.91235,-100.26748,-0.23185,7-11,0.33976,1.03516,5473.80985,-89186.30652,True,False,-6.75912
347,Maki,-0.26210,1.33116,999.82703,-100.52767,-2.92854,Alfvensalen,1.38936,-1.13161,5480.19923,-89185.19929,True,False,-63.19152
348,Sturm,1.29427,-0.51608,999.92778,-100.29560,1.13537,Lindstedvägen 24,0.00428,-1.28406,5475.05299,-89186.33323,True,False,14.67747
349,Sturm,1.28651,-0.46122,999.61398,-101.18833,1.01468,Biblioteket,1.74526,-2.39281,5474.10266,-89186.16574,True,False,14.13261
350,Sturm,1.89660,-0.94834,999.91983,-100.31363,2.08636,Syster och Bro,0.41143,-0.59625,5473.31684,-89184.93999,True,False,44.78991
351,Sturm,2.46683,-1.47435,999.80376,-100.56837,3.24357,Biblioteket,-0.59852,1.85390,5472.87777,-89185.83222,True,False,73.24345
352,Sturm,-0.29624,1.26790,999.98091,-100.06686,-2.78937,Entré,2.59947,-0.04593,5474.01099,-89186.19746,True,False,-64.82137
353,Conradt,-0.02537,1.01489,999.86558,-100.43627,-2.23276,7-11,-2.73853,-0.07600,5479.00195,-89188.02832,True,False,-51.33585
354,Conradt,0.76448,0.09193,999.73247,-100.82119,-0.20225,Lindstedvägen 24,0.90173,-0.05163,5474.90401,-89185.11011,True,False,-11.90969
355,Sturm,1.34595,-0.20626,999.75307,-100.71813,0.45378,Entré,-0.42296,0.07950,5474.41621,-89184.76461,True,False,17.17393
356,Sturm,2.16257,-1.02584,999.91465,-100.32990,2.25684,Syster och Bro,-0.29151,-1.50842,5473.41613,-89185.76882,True,False,58.08565
357,Maki,-0.09606,0.73294,999.96833,-100.11307,-1.61246,Alfvensalen,0.25058,-0.12066,5476.66031,-89186.41731,True,False,-54.81900
358,Conradt,0.95647,0.00036,999.86970,-100.38020,-0.00080,7-11,0.58221,-0.44016,5474.35266,-89185.30643,True,False,-2.24152
359,Conradt,0.43804,0.36565,999.82552,-100.50936,-0.80443,7-11,-1.27619,2.06327,5475.16417,-89184.96410,True,False,-28.18531
360,Maki,0.99644,-0.08838,999.92482,-100.23909,0.19443,7-11,-1.13945,-0.23771,5478.96607,-89185.58558,True,False,-0.21560
361,Maki,0.77727,-0.01218,999.91203,-100.28839,0.02680,7-11,0.59533,0.05002,5473.16622,-89184.11546,True,False,-11.18062
362,Sturm,-10000000.43657,1.16468,999.97113,-100.13630,-2.56229,Lindstedvägen 24,-1.04721,0.35736,5471.93737,-89184.38984,True,False,-71.84315
363,Maki,0.19046,0.78821,999.81721,-100.56088,-1.73406,Östra Station,-0.12311,-0.49138,5473.30944,-89186.19130,True,False,-40.56820
364,Sturm,1.10744,-0.01830,999.81429,-100.58628,0.04027,Alfvensalen,0.78403,-0.42961,5473.44189,-89185.46625,True,False,5.27897
365,Sturm,0.31795,0.70018,999.93725,-100.25239,-1.54039,7-11,-2.89071,1.96561,5475.05169,-89185.53822,True,False,-34.13378
366,Maki,0.88764,0.01054,999.75816,-100.74084,-0.02320,Lindstedvägen 24,0.00767,-0.58653,5473.75037,-89187.13497,True,False,-5.73885
367,Sturm,1.11868,-0.07140,999.95896,-100.19749,0.15707,7-11,1.18978,-2.45834,5475.14338,-89185.70852,True,False,5.91343
368,Conradt,2.70854,-1.41169,999.75278,-100.73411,3.10573,Biblioteket,-0.73200,0.89739,5472.53190,-89185.67086,True,False,85.30341
369,Conradt,0.25467,0.73518,999.73903,-100.75542,-1.61741,7-11,-2.47112,-2.92529,5473.83384,-89185.89954,True,False,-37.39711
370,Sturm,1.63986,-0.73288,999.83287,-100.57369,1.61233,Syster och Bro,1.28454,-0.33242,5473.43327,-89185.85084,True,False,31.90953
371,Conradt,2.09233,-0.88879,999.85099,-100.49312,1.95533,Syster och Bro,0.10937,-0.39849,5474.95370,-89185.50529,True,False,54.54217
372,Sturm,0.38567,0.55316,999.77943,-100.67919,-1.21696,7-11,-0.94346,-1.60133,5471.41233,-89186.58046,True,False,-30.82656
373,Sturm,2.06199,-1.07543,999.88958,-100.40537,2.36596,Biblioteket,0.01767,-1.58698,5471.79332,-89184.61043,True,False,53.04406
