,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
2457,0.62674,0.37078,999.77272,-100.66483,-0.81572,Alfvensalen,-0.07510,0.30939,5478.55222,-89188.05468,True,False,-18.77662
2458,-1.39156,2.38758,999.70462,-100.90001,-5.25268,Entré,-1.09787,-0.82896,5478.28145,-89189.88895,True,False,-119.72555
2459,2.06385,-1.09994,999.87860,-100.35794,2.41988,Biblioteket,-0.92050,-0.68361,5473.69698,-89186.07183,True,False,53.13170
2460,-0.21539,1.29004,999.74634,-100.73189,-2.83808,7-11,0.73777,0.72082,5478.57220,-89189.25824,True,False,-60.89616
2461,-0.40293,1.20383,999.81291,-100.56970,-2.64842,7-11,-1.11200,0.83987,5476.56598,-89187.54237,True,False,-70.24023
2462,1.70340,-0.59898,999.83186,-100.53570,1.31777,Syster och Bro,1.23340,-0.86854,5473.86409,-89184.90899,True,False,35.08575
2463,1.06050,-0.07512,999.90109,-100.31483,0.16527,7-11,0.17585,-0.71847,5473.51251,-89185.48147,True,False,2.97538
2464,1.47824,-0.43762,999.78222,-100.63365,0.96276,Syster och Bro,-2.23190,1.06271,5473.81190,-89185.14500,True,False,23.80332
2465,-1.52123,2.32335,999.87184,-100.40686,-5.11136,Biblioteket,2.06937,-0.06852,5474.57347,-89185.71433,True,False,-126.12564
2466,1.45167,-0.68787,999.77009,-100.69595,1.51331,Biblioteket,-0.01508,-1.12220,5475.10376,-89185.52261,True,False,22.46848
2467,1.14703,-0.27062,999.79821,-100.62021,0.59537,Entré,0.14806,0.47973,5480.11960,-89185.08492,True,False,7.25047
2468,1.83310,-0.99370,999.97236,-100.12590,2.18614,Entré,-0.28652,-2.38600,5473.17837,-89185.05951,True,False,41.64129
2469,1.43853,-0.58106,999.84477,-100.51298,1.27832,Syster och Bro,-0.48337,0.61309,5472.92368,-89186.24287,True,False,21.84875
2470,0.38469,0.83829,999.78845,-100.67559,-1.84424,Östra Station,2.52985,1.92336,5475.09773,-89185.32696,True,False,-30.87113
2471,-0.09634,1.06788,999.72119,-100.86782,-2.34933,Östra Station,0.41795,-2.45566,5476.49783,-89187.00953,True,False,-54.95644
2472,0.08558,1.01001,999.79889,-100.60452,-2.22202,Östra Station,-0.05671,-0.34198,5477.81200,-89185.92292,True,False,-45.82137
2473,1.72171,-0.84704,999.74667,-100.77527,1.86350,Biblioteket,-0.24763,0.92374,5474.44250,-89186.34398,True,False,35.95873
2474,3.16342,-2.11849,999.90649,-100.30533,4.66067,Biblioteket,-0.87940,-0.76772,5479.79010,-89186.33182,True,False,108.12418
2475,1.90843,-0.63671,999.97126,-100.11973,1.40077,Alfvensalen,-0.45374,0.60702,5475.50129,-89185.77923,True,False,45.40726
2476,1.54041,-0.73517,999.77022,-100.68336,1.61737,Biblioteket,0.15207,-0.11568,5477.17517,-89186.80131,True,False,26.90542
2477,0.53177,0.57422,999.76952,-100.73099,-1.26328,7-11,-1.22068,-0.10362,5476.10415,-89182.24295,True,False,-23.52694
2478,-0.11231,1.03329,999.88824,-100.36109,-2.27325,Alfvensalen,2.25494,0.35507,5478.56259,-89188.52384,True,False,-55.67160
2479,1.95905,-1.04066,999.77869,-100.64958,2.28946,Biblioteket,0.37319,1.45589,5475.40067,-89184.27839,True,False,47.84182
2480,-1.09187,2.20883,999.80256,-100.61056,-4.85943,Syster och Bro,-1.00469,-0.39081,5479.36372,-89188.68716,True,False,-104.69235
2481,2.04671,-1.16893,999.79125,-100.61358,2.57165,Biblioteket,-0.84803,-2.29657,5473.10555,-89187.02239,True,False,52.23105
2482,0.56354,0.35511,999.72652,-100.79696,-0.78124,Alfvensalen,-1.06493,-0.85695,5475.65287,-89182.92087,True,False,-21.95967
2483,0.00505,0.89014,999.86154,-100.49847,-1.95831,7-11,-0.48785,2.10248,5474.52162,-89186.73390,True,False,-49.81690
2484,1.25482,-0.26545,999.70828,-100.84068,0.58398,Syster och Bro,-0.26101,3.70425,5475.12518,-89186.03227,True,False,12.59525
2485,1.44371,-0.71013,999.89697,-100.30336,1.56229,Entré,-0.23727,-0.75891,5474.08104,-89185.74820,True,False,22.13398
2486,0.45866,0.58832,999.88933,-100.35755,-1.29431,Östra Station,-0.29828,-0.43727,5478.21260,-89186.93076,True,False,-27.12209
2487,0.11720,0.90928,999.84408,-100.46847,-2.00041,7-11,-0.32549,0.13537,5472.18794,-89185.92751,True,False,-44.21779
2488,0.75754,0.62836,999.80880,-100.60196,-1.38238,Östra Station,-1.02661,1.00248,5474.02264,-89187.17020,True,False,-12.21885
2489,1.85076,-0.66612,999.91831,-100.26868,1.46546,Lindstedvägen 24,-0.91983,0.70170,5472.50994,-89184.08801,True,False,42.49737
2490,1.15905,-0.21979,999.92941,-100.28899,0.48353,Alfvensalen,-3.01493,1.28087,5474.20564,-89186.86670,True,False,7.91706
2491,1.07617,-0.03369,999.82569,-100.55115,0.07411,Alfvensalen,-0.41845,1.93785,5476.51492,-89187.68518,True,False,3.72135
2492,0.71182,0.39941,999.85097,-100.47416,-0.87870,7-11,-0.54594,-0.09714,5478.94774,-89184.60936,True,False,-14.48327
2493,1.33271,-0.54741,999.90438,-100.33928,1.20430,Lindstedvägen 24,0.93625,-1.49674,5476.27982,-89185.44205,True,False,16.58767
2494,0.24321,0.79377,999.71409,-100.86517,-1.74630,7-11,-2.63304,1.18380,5475.46142,-89188.15100,True,False,-37.98221
2495,-0.21631,1.17367,999.89366,-100.37080,-2.58207,Alfvensalen,0.89879,0.80938,5475.90295,-89183.63181,True,False,-60.86858
2496,1.73167,-0.76741,999.97725,-100.10438,1.68831,Lindstedvägen 24,3.99920,-1.02880,5475.09233,-89186.00911,True,False,36.57189
2497,1.20176,-0.19765,999.86217,-100.46918,0.43483,Alfvensalen,0.90465,3.33398,5475.36132,-89182.93551,True,False,10.01898
2498,1.75410,-0.77760,999.97049,-100.11251,1.71072,Lindstedvägen 24,1.77087,-2.75549,5473.31625,-89186.94947,True,False,37.69041
2499,0.31516,0.73679,999.72562,-100.83625,-1.62093,7-11,-0.23417,-0.19238,5474.33937,-89186.48728,True,False,-34.37923
2500,-0.19682,1.05737,999.82988,-100.51590,-2.32622,7-11,0.67829,0.71619,5473.40505,-89184.92137,True,False,-59.92594
2501,0.99891,-0.02164,999.74068,-100.80352,0.04761,Entré,1.93293,1.90465,5473.35076,-89188.35907,True,False,-0.18429
2502,0.13832,0.93223,999.78147,-100.66364,-2.05091,Östra Station,2.12525,-1.57071,5472.69888,-89187.15011,True,False,-43.19344
2503,0.03841,1.14709,999.74323,-100.83216,-2.52361,Östra Station,3.02272,-0.94594,5473.78844,-89185.91627,True,False,-48.20768
2504,3.42040,-2.49536,999.93137,-100.28788,5.48980,Biblioteket,1.32361,-0.44053,5472.29312,-89186.42510,True,False,120.98549
2505,0.80323,0.09556,999.91921,-100.27146,-0.21024,7-11,0.73115,0.58474,5474.38716,-89184.78404,True,False,-9.87896
2506,-0.60891,1.57393,999.88622,-100.34811,-3.46264,Entré,1.31207,0.10810,5473.87140,-89186.26609,True,False,-80.50236
2507,1.98785,-0.99569,999.80671,-100.61215,2.19052,Biblioteket,-2.79576,-2.28642,5476.27090,-89183.47099,True,False,49.29582
2508,1.76638,-0.89844,999.87882,-100.34987,1.97657,Syster och Bro,-0.73618,0.47925,5472.19992,-89185.99303,True,False,38.25829
2509,0.93341,0.15387,999.78145,-100.68391,-0.33852,Alfvensalen,2.90808,-2.49016,5473.66104,-89184.57673,True,False,-3.43899
2510,2.84491,-1.82562,999.74038,-100.76484,4.01637,Biblioteket,0.11473,0.01693,5477.12286,-89185.08537,True,False,92.11557
2511,-0.47058,1.42017,999.94639,-100.17961,-3.12436,Entré,1.25045,0.18999,5473.80423,-89185.91617,True,False,-73.55605
2512,1.70972,-0.57845,999.90029,-100.28559,1.27258,Lindstedvägen 24,-0.11846,-0.25002,5474.26973,-89185.23847,True,False,35.43630
2513,1.08740,-0.00437,999.86354,-100.40725,0.00962,Alfvensalen,2.04401,0.50995,5477.08757,-89188.77705,True,False,4.30165
2514,0.07568,0.90255,999.87169,-100.44029,-1.98560,7-11,-0.74490,-2.02328,5477.05759,-89187.03819,True,False,-46.28023
2515,0.17758,0.78891,999.88502,-100.39111,-1.73561,7-11,0.69726,-1.52917,5473.13116,-89185.77236,True,False,-41.17850
2516,2.15972,-1.13149,999.92413,-100.26595,2.48927,Syster och Bro,0.68340,0.37679,5472.23984,-89184.94728,True,False,57.94783
2517,1.27642,-0.21594,999.84706,-100.48554,0.47506,Lindstedvägen 24,-0.20503,0.03540,5473.73677,-89186.36184,True,False,13.74475
2518,1.60333,-0.53818,999.94725,-100.17068,1.18401,Alfvensalen,-0.59339,1.13140,5474.73870,-89186.08394,True,False,30.14027
2519,1.91774,-0.70758,999.77399,-100.68875,1.55668,Biblioteket,-0.41641,0.55682,5474.29218,-89186.45064,True,False,45.77389
2520,0.81534,0.12528,999.69653,-100.93583,-0.27562,Entré,1.30659,0.64815,5473.29957,-89185.26049,True,False,-9.38485
2521,2.12828,-1.28790,999.80322,-100.57054,2.83338,Biblioteket,0.16465,-0.85603,5474.16517,-89186.97459,True,False,56.31562
2522,0.52883,0.33896,999.63046,-101.15789,-0.74572,Entré,-1.26094,2.18359,5475.09726,-89186.66239,True,False,-23.74307
2523,1.40684,-0.25603,999.85510,-100.47085,0.56327,Lindstedvägen 24,1.09698,2.58994,5477.83112,-89187.73849,True,False,20.26951
2524,0.28101,0.67081,999.80740,-100.62890,-1.47577,Östra Station,-0.68832,0.72900,5476.20779,-89187.32704,True,False,-36.04555
2525,-0.82307,2.08830,999.93083,-100.23299,-4.59425,Biblioteket,0.75164,-2.00892,5473.14931,-89185.67034,True,False,-91.18786
2526,1.06638,0.17142,999.64173,-101.08358,-0.37713,Syster och Bro,0.19453,0.51587,5474.11959,-89185.61342,True,False,3.14006
2527,-0.64161,1.61599,999.68573,-100.95504,-3.55517,7-11,1.96095,-1.05457,5476.16611,-89186.26669,True,False,-82.23747
2528,-1.74960,2.66815,999.77336,-100.69359,-5.86993,Biblioteket,-0.29989,3.25855,5474.17640,-89186.87801,True,False,-137.59355
2529,0.44442,0.74006,999.65047,-101.08079,-1.62814,Alfvensalen,-1.62474,-0.81064,5472.51616,-89186.61612,True,False,-27.95360
2530,2.03425,-0.72296,999.79321,-100.62164,1.59050,Syster och Bro,1.44221,1.51653,5474.60477,-89187.79548,True,False,51.60907
2531,0.11819,0.81841,999.82256,-100.58137,-1.80050,Östra Station,-0.75247,-0.33135,5472.94814,-89185.66593,True,False,-44.17923
2532,0.69571,0.43647,999.85553,-100.46517,-0.96023,Östra Station,0.14794,0.65130,5473.02894,-89185.50706,True,False,-15.28685
2533,1.36737,-0.42279,999.89308,-100.38579,0.93014,Lindstedvägen 24,-2.16859,-0.89218,5474.06007,-89185.17304,True,False,18.31493
2534,2.22824,-1.16273,999.76305,-100.74118,2.55801,Biblioteket,1.36230,-0.45863,5478.95620,-89187.64688,True,False,61.29377
2535,1.11863,-0.12249,999.83304,-100.48965,0.26947,Alfvensalen,-1.41259,-1.49537,5475.25618,-89187.32926,True,False,5.84818
2536,1.54041,-0.50398,999.65374,-101.01057,1.10875,Biblioteket,0.53466,-0.87967,5474.85190,-89186.03100,True,False,26.84723
2537,2.06018,-1.34715,999.84200,-100.50150,2.96374,Biblioteket,-1.66316,-0.23093,5477.43546,-89187.91305,True,False,52.92986
2538,2.16808,-1.30123,999.88908,-100.34727,2.86270,Biblioteket,-0.60027,0.59257,5479.24264,-89184.18131,True,False,58.34831
2539,0.91800,0.04260,999.85666,-100.49047,-0.09371,Alfvensalen,0.00102,0.93330,5475.88569,-89187.05008,True,False,-4.17149
2540,1.06668,-0.09976,999.73898,-100.80118,0.21947,Entré,1.90030,2.40913,5475.49994,-89183.85258,True,False,3.20371
2541,1.83836,-0.89050,999.78818,-100.61124,1.95909,Biblioteket,-2.68653,-1.64475,5474.91018,-89185.98608,True,False,41.81205
2542,1.07773,0.21959,999.74785,-100.73609,-0.48309,Alfvensalen,0.48693,0.37986,5470.04014,-89186.17078,True,False,3.76044
2543,0.94769,0.24164,999.95558,-100.15948,-0.53161,Östra Station,0.29170,-0.50445,5480.35636,-89185.40456,True,False,-2.63769
2544,0.04913,1.13888,999.85535,-100.42593,-2.50554,Alfvensalen,-0.45383,1.15101,5475.97522,-89186.28723,True,False,-47.61594
2545,1.27393,-0.14711,999.81517,-100.58065,0.32363,Lindstedvägen 24,-0.92070,-0.99810,5479.34647,-89185.04039,True,False,13.60426
2546,-0.12061,1.11934,999.78127,-100.66597,-2.46256,7-11,0.30419,-0.39457,5480.53294,-89184.44488,True,False,-56.13993
2547,1.42221,-0.43632,999.79738,-100.62337,0.95989,Syster och Bro,1.14394,0.07207,5472.96853,-89186.50683,True,False,21.00895
2548,2.22025,-1.35170,999.92173,-100.32172,2.97374,Biblioteket,1.44749,-2.67296,5474.74208,-89186.69656,True,False,60.97323
2549,2.64366,-1.54197,999.73318,-100.78632,3.39233,Biblioteket,-0.09665,-0.53251,5475.89708,-89182.81936,True,False,82.04935
2550,0.31584,0.90589,999.81839,-100.55448,-1.99295,Östra Station,-0.39873,1.50608,5477.72472,-89186.78877,True,False,-34.29857
2551,2.06380,-1.19968,999.86712,-100.39473,2.63929,Biblioteket,1.77674,-0.40821,5473.99590,-89186.42268,True,False,53.12347
2552,1.82899,-0.81590,999.77523,-100.65580,1.79497,Biblioteket,-0.34040,-0.86937,5480.96415,-89187.89965,True,False,41.33716
2553,0.78758,0.03485,999.83924,-100.46029,-0.07667,Alfvensalen,-0.44380,0.62141,5474.78239,-89186.20468,True,False,-10.70161
2554,0.58199,0.47599,999.80001,-100.63254,-1.04718,7-11,0.21763,-0.23337,5472.99175,-89187.49435,True,False,-21.00051
2555,0.87023,0.07887,999.66204,-101.04332,-0.17350,Syster och Bro,-2.91771,-1.55332,5472.83273,-89187.48032,True,False,-6.65744
2556,0.10113,0.69080,999.84641,-100.47373,-1.51976,Östra Station,-3.24848,-0.26548,5480.25788,-89187.67888,True,False,-45.02018
2557,1.87191,-0.82292,999.72424,-100.86787,1.81042,Biblioteket,-0.38609,1.17415,5474.03247,-89185.25127,True,False,43.45752
2558,2.89351,-1.92698,999.80516,-100.62868,4.23936,Biblioteket,-1.26728,0.23780,5476.10771,-89184.74211,True,False,94.57783
2559,0.49820,0.34364,999.81289,-100.58980,-0.75601,7-11,2.52502,1.00567,5475.45224,-89184.36863,True,False,-25.18368
2560,1.59300,-0.53811,999.88263,-100.35580,1.18384,Lindstedvägen 24,3.87900,-1.58409,5473.01600,-89184.62108,True,False,29.59155
2561,1.20854,-0.34230,999.80473,-100.56733,0.75305,Entré,-1.03962,-0.56182,5473.27554,-89185.84752,True,False,10.32929
2562,-1.18753,2.11525,999.81586,-100.54077,-4.65355,Syster och Bro,-1.25915,-0.72843,5472.98932,-89184.69910,True,False,-109.46845
2563,0.63116,0.13587,999.82580,-100.52306,-0.29892,Alfvensalen,-1.16651,-1.76927,5474.58406,-89184.65910,True,False,-18.52892
2564,1.06536,-0.16782,999.82487,-100.54461,0.36921,Lindstedvägen 24,-1.05387,3.20575,5473.01365,-89184.63777,True,False,3.18028
2565,1.11146,-0.24250,999.92621,-100.23691,0.53350,Alfvensalen,-0.09604,0.03468,5475.42592,-89187.73766,True,False,5.53610
2566,1.45270,-0.40565,999.80989,-100.59708,0.89243,Entré,-1.03445,-0.47466,5475.47165,-89186.54093,True,False,22.54005
2567,0.64465,0.21080,999.83045,-100.56800,-0.46377,Alfvensalen,-3.56620,1.25363,5473.54548,-89185.59362,True,False,-17.85225
2568,2.69365,-1.64425,999.94651,-100.16301,3.61734,Biblioteket,-0.21326,-0.68861,5472.52272,-89185.48128,True,False,84.65551
2569,1.52843,-0.59933,999.84394,-100.47081,1.31853,Entré,1.01687,0.10168,5475.19114,-89186.71165,True,False,26.34366
2570,1.00329,-0.03672,999.72128,-100.83886,0.08078,Entré,0.29730,0.75889,5480.46819,-89184.42431,True,False,0.02537
2571,0.48928,0.52258,999.77274,-100.67216,-1.14967,7-11,-0.45013,-0.60082,5474.50499,-89184.48041,True,False,-25.64984
2572,1.96636,-0.84906,999.78460,-100.64241,1.86792,Biblioteket,0.52406,-1.08157,5476.70896,-89185.28738,True,False,48.21049
2573,1.49711,-0.40062,999.84699,-100.45860,0.88137,Lindstedvägen 24,-0.96821,0.05012,5474.55515,-89185.90715,True,False,24.77889
2574,0.14369,1.02226,999.87956,-100.36947,-2.24898,Alfvensalen,0.98931,-0.48418,5475.77277,-89187.73898,True,False,-42.87558
2575,0.65246,0.27304,999.73170,-100.82639,-0.60069,Alfvensalen,0.51278,0.39560,5474.38665,-89185.02366,True,False,-17.51135
2576,0.75389,0.21346,999.72442,-100.80661,-0.46962,Lindstedvägen 24,-0.78592,-0.00607,5475.11000,-89185.23543,True,False,-12.44332
2577,0.69211,-0.12812,999.66507,-101.03980,0.28186,Syster och Bro,1.13017,0.38044,5474.20120,-89186.56187,True,False,-15.56180
2578,1.84192,-0.85308,999.95769,-100.13999,1.87678,Lindstedvägen 24,-0.12292,1.15204,5475.34542,-89185.37489,True,False,42.07473
2579,1.77108,-0.61040,999.72803,-100.86468,1.34288,Biblioteket,2.23930,0.99219,5476.53366,-89185.74551,True,False,38.41799
2580,-1.20531,2.06472,999.90459,-100.29648,-4.54238,Biblioteket,2.06562,-0.18944,5475.95581,-89185.13136,True,False,-110.31308
2581,1.65995,-0.53239,999.91626,-100.26489,1.17125,Lindstedvägen 24,-0.27459,-0.41742,5473.87441,-89187.91577,True,False,32.95541
2582,2.36865,-1.38141,999.74441,-100.74395,3.03911,Biblioteket,-0.24379,1.35859,5473.24299,-89185.78023,True,False,68.30465
2583,2.12531,-1.07228,999.75174,-100.75268,2.35901,Biblioteket,-0.44817,1.24733,5477.86305,-89185.24429,True,False,56.14142
2584,1.10833,-0.08364,999.66739,-100.99942,0.18401,Syster och Bro,-0.47914,1.60305,5474.91606,-89185.56036,True,False,5.25004
2585,0.21171,0.88277,999.74320,-100.79611,-1.94210,Östra Station,-1.08041,-0.84440,5475.60589,-89184.98320,True,False,-39.54313
2586,1.07946,-0.16481,999.65420,-101.00782,0.36257,Syster och Bro,0.28231,-0.86208,5475.21227,-89185.98048,True,False,3.80017
2587,1.23567,-0.43746,999.77074,-100.69753,0.96241,Syster och Bro,0.29485,0.52844,5470.68864,-89185.49346,True,False,11.66862
2588,1.55257,-0.51590,999.81779,-100.56814,1.13499,Syster och Bro,0.25768,-1.40408,5474.30418,-89186.66011,True,False,27.53736
2589,0.06873,1.10625,999.74843,-100.73139,-2.43375,Östra Station,-2.95827,2.75855,5474.42926,-89186.41662,True,False,-46.68935
2590,0.86773,0.13876,999.90340,-100.30523,-0.30527,7-11,-0.52412,-0.14016,5476.60299,-89185.11482,True,False,-6.66204
2591,2.28160,-1.40522,999.82928,-100.54988,3.09149,Biblioteket,-0.24097,0.56010,5474.69577,-89185.08917,True,False,63.99449
2592,-0.08403,1.03170,999.77305,-100.66345,-2.26975,Östra Station,1.04923,0.08795,5473.97342,-89186.58000,True,False,-54.31487
2593,0.45451,0.59306,999.90310,-100.32832,-1.30473,Östra Station,-0.59638,0.57440,5477.60021,-89187.46427,True,False,-27.32316
2594,0.36525,0.53307,999.76224,-100.72230,-1.17274,7-11,2.88550,2.11864,5477.70954,-89186.63075,True,False,-31.85647
2595,2.81906,-1.91046,999.78780,-100.63736,4.20301,Biblioteket,-0.76366,-0.66690,5477.89744,-89186.17491,True,False,90.84684
2596,1.65454,-0.68743,999.85937,-100.44096,1.51234,Syster och Bro,-1.58018,-0.38393,5480.25527,-89185.01092,True,False,32.65663
2597,0.37605,0.58740,999.93665,-100.27358,-1.29228,7-11,-0.02871,0.77148,5475.06746,-89184.98497,True,False,-31.22918
2598,1.03320,-0.02091,999.97322,-100.11919,0.04599,Östra Station,-2.25741,-1.32095,5473.81439,-89185.44566,True,False,1.64677
2599,-0.31945,1.35366,999.96426,-100.10606,-2.97805,Entré,0.35360,0.93106,5474.12107,-89184.28500,True,False,-65.99020
2600,-0.35260,1.54169,999.81512,-100.53386,-3.39171,Alfvensalen,-1.49114,-1.29551,5473.62234,-89185.53588,True,False,-67.72268
2601,1.55903,-0.39574,999.84899,-100.49104,0.87063,Lindstedvägen 24,1.17164,-1.95389,5473.83933,-89185.96456,True,False,27.87623
2602,0.18512,0.80335,999.63593,-101.11233,-1.76736,Alfvensalen,0.08553,0.67889,5474.80075,-89186.20769,True,False,-40.92594
2603,0.38610,0.46808,999.87321,-100.36532,-1.02979,Östra Station,-1.58432,0.84238,5472.87422,-89185.81851,True,False,-30.75827
2604,2.79481,-1.85042,999.84155,-100.51897,4.07093,Biblioteket,2.34362,0.92149,5473.52059,-89185.94640,True,False,89.66136
2605,0.20522,0.77187,999.70751,-100.88124,-1.69811,7-11,1.48107,0.24791,5473.13169,-89185.33117,True,False,-39.88526
2606,0.15939,0.86941,999.76589,-100.68308,-1.91270,Östra Station,1.14600,0.33314,5475.89296,-89187.36859,True,False,-42.14769
2607,-0.79965,1.83272,999.95265,-100.13817,-4.03197,Biblioteket,-0.15999,-0.06510,5473.76904,-89186.47524,True,False,-90.00632
2608,-0.10180,0.96240,999.93327,-100.26987,-2.11727,Alfvensalen,-0.90049,1.02967,5475.34119,-89185.70172,True,False,-55.12341
2609,0.11492,0.48544,999.92718,-100.25104,-1.06798,Östra Station,-2.62119,1.96146,5472.22550,-89186.40265,True,False,-44.29058
2610,0.27048,0.82512,999.76384,-100.72591,-1.81525,Östra Station,1.17760,0.98715,5479.04869,-89186.50107,True,False,-36.59427
2611,2.53195,-1.79064,999.77327,-100.65966,3.93942,Biblioteket,0.81522,1.70309,5473.16105,-89184.24713,True,False,76.48417
2612,0.90082,0.46408,999.68112,-101.00007,-1.02097,Lindstedvägen 24,0.52100,0.30473,5473.87072,-89186.29531,True,False,-5.11840
2613,1.03007,-0.19650,999.81336,-100.55768,0.43230,Lindstedvägen 24,-1.67303,-1.01038,5475.71473,-89185.21769,True,False,1.40994
2614,0.28440,0.78313,999.94167,-100.24220,-1.72288,7-11,3.60724,-1.95306,5473.57660,-89184.25000,True,False,-35.80896
2615,0.98617,0.28533,999.89418,-100.36715,-0.62772,Östra Station,-1.17860,-0.84689,5472.09003,-89187.01959,True,False,-0.74421
2616,1.16331,-0.04435,999.82442,-100.53986,0.09757,Alfvensalen,0.26574,-1.00652,5475.10821,-89185.49641,True,False,8.07784
2617,1.56885,-0.56440,999.87936,-100.39095,1.24168,Entré,-0.06215,-1.79158,5475.08909,-89187.31995,True,False,28.38226
2618,1.20268,-0.23061,999.79245,-100.62568,0.50733,Entré,-0.19884,-1.83304,5473.46287,-89186.08024,True,False,10.03009
2619,2.28604,-1.47221,999.90164,-100.33370,3.23887,Biblioteket,-0.57672,0.41386,5473.68137,-89188.34851,True,False,64.25260
2620,2.19760,-1.31232,999.92228,-100.22987,2.88711,Biblioteket,-1.31124,1.59690,5475.77018,-89185.52237,True,False,59.84138
2621,0.60461,0.26763,999.65594,-100.99124,-0.58879,Entré,0.24378,-1.67251,5472.70619,-89187.85169,True,False,-19.94177
2622,0.47644,0.35326,999.65197,-101.09266,-0.77717,Entré,-2.36676,-0.11020,5474.94403,-89187.14956,True,False,-26.35224
2623,0.37924,0.63466,999.74598,-100.75149,-1.39625,7-11,-1.72700,-3.26690,5477.27703,-89188.39671,True,False,-31.16494
2624,0.60575,0.36921,999.85856,-100.41952,-0.81227,Östra Station,0.88169,0.95342,5479.43703,-89191.16522,True,False,-19.78345
2625,1.85387,-0.62955,999.85656,-100.44094,1.38501,Entré,0.16721,-0.03339,5480.06805,-89187.72789,True,False,42.62181
2626,1.21171,-0.20870,999.74934,-100.80623,0.45915,Syster och Bro,-0.44998,-0.12079,5474.54328,-89186.80332,True,False,10.46001
2627,0.75748,0.33563,999.72323,-100.81092,-0.73839,Alfvensalen,-0.07662,0.07848,5474.55588,-89185.70619,True,False,-12.26453
2628,1.57456,-0.55702,999.86292,-100.42356,1.22544,Entré,0.90018,-1.78248,5473.81042,-89187.21038,True,False,28.65969
2629,1.03627,0.15689,999.96550,-100.15002,-0.34515,Östra Station,-0.33053,-1.40373,5477.90370,-89185.85023,True,False,1.79626
2630,1.04241,-0.00449,999.84416,-100.45552,0.00987,Alfvensalen,-0.42353,-0.13776,5475.09567,-89185.24478,True,False,2.04255
2631,0.89745,0.20441,999.75224,-100.71011,-0.44971,Alfvensalen,-1.33330,-2.22903,5471.50647,-89185.39963,True,False,-5.25130
2632,1.51488,-0.54887,999.75242,-100.73566,1.20751,Syster och Bro,-0.76554,-0.25597,5476.14157,-89181.63876,True,False,25.62006
2633,1.88535,-0.89194,999.78986,-100.61532,1.96227,Biblioteket,-1.02502,1.42214,5476.02088,-89185.79127,True,False,44.16245
2634,2.29107,-1.14494,999.82735,-100.52604,2.51887,Biblioteket,1.16284,2.15060,5474.13085,-89183.56623,True,False,64.46709
2635,1.08946,-0.10538,999.75441,-100.73003,0.23184,Entré,-0.59728,-0.66225,5477.76220,-89186.35177,True,False,4.35030
2636,1.98456,-1.07327,999.68317,-100.91059,2.36120,Biblioteket,-0.06594,-1.52681,5474.92539,-89186.28074,True,False,49.06942
2637,1.89653,-0.99291,999.88994,-100.31508,2.18441,Syster och Bro,0.44215,1.72470,5480.01170,-89188.27058,True,False,44.77132
2638,2.56545,-1.61477,999.76370,-100.68791,3.55249,Biblioteket,2.73246,-3.30234,5472.65310,-89186.07617,True,False,78.15454
2639,1.80946,-0.87271,999.85948,-100.47407,1.91995,Syster och Bro,-0.41136,-0.75965,5475.20021,-89184.00441,True,False,40.40288
2640,1.23288,-0.04615,999.91480,-100.33245,0.10152,7-11,1.77434,0.18070,5473.96605,-89185.71384,True,False,11.60153
2641,-0.66603,1.81397,999.70486,-100.91250,-3.99074,Alfvensalen,-1.27206,0.18598,5476.89085,-89186.87026,True,False,-83.44886
2642,0.24956,0.81460,999.66703,-101.05176,-1.79211,Alfvensalen,1.64605,0.92774,5474.27832,-89186.49370,True,False,-37.68828
2643,2.59661,-1.40980,999.79663,-100.61050,3.10156,Biblioteket,0.04968,1.75110,5475.27994,-89184.69204,True,False,79.72870
2644,-0.25034,1.35973,999.64672,-101.09918,-2.99141,Östra Station,0.64807,1.70844,5472.99746,-89187.53234,True,False,-62.69351
2645,-0.04147,0.88373,999.77213,-100.67003,-1.94420,Östra Station,-2.33967,2.87979,5473.51945,-89184.76012,True,False,-52.18763
2646,1.60293,-0.50331,999.81173,-100.57740,1.10729,Syster och Bro,1.60829,-0.24575,5475.71166,-89187.16083,True,False,30.05236
2647,1.75222,-0.70858,999.76401,-100.68155,1.55887,Biblioteket,-0.25930,-1.79129,5475.31097,-89187.28168,True,False,37.49312
2648,3.53953,-2.50654,999.80712,-100.56313,5.51440,Biblioteket,-0.81609,-1.05563,5474.47242,-89182.56747,True,False,126.87991
2649,-0.18286,1.17291,999.82152,-100.55860,-2.58040,7-11,0.46125,0.21499,5473.50714,-89186.08979,True,False,-59.23235
2650,1.12843,-0.22743,999.79171,-100.60882,0.50035,Entré,-0.01462,0.63567,5473.71683,-89183.55707,True,False,6.31750
2651,0.97737,0.23438,999.77704,-100.67224,-0.51564,Alfvensalen,-0.54390,0.65531,5472.27695,-89184.24712,True,False,-1.24313
2652,2.30459,-1.22143,999.80823,-100.58346,2.68715,Biblioteket,-0.76179,0.60463,5473.78216,-89184.10288,True,False,65.13360
2653,1.50816,-0.58765,999.84806,-100.49540,1.29284,Entré,-0.41543,2.98920,5477.35386,-89185.48916,True,False,25.33192
2654,1.16625,0.01133,999.71934,-100.83867,-0.02493,Entré,0.26774,-0.37104,5477.13077,-89185.15636,True,False,8.17216
